industry_code,industry_name,subtype_code,subtype_name,activity_code,activity_name,default_pricing_method,rate_unit,oxfordshire_rate_gbp,available_pricing_methods
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.tree_surgery,Tree surgery,garden_landscaping_tree_and_outdoor_work.tree_surgery.climbing_work,Climbing work,hodinova_sazba,GBP/h,30.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.tree_surgery,Tree surgery,garden_landscaping_tree_and_outdoor_work.tree_surgery.rigging_work,Rigging work,hodinova_sazba,GBP/h,30.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.tree_surgery,Tree surgery,garden_landscaping_tree_and_outdoor_work.tree_surgery.mewp_work,MEWP work,hodinova_sazba,GBP/h,30.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.tree_surgery,Tree surgery,garden_landscaping_tree_and_outdoor_work.tree_surgery.site_safety_setup,Site safety setup,hodinova_sazba,GBP/h,30.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.tree_surgery,Tree surgery,garden_landscaping_tree_and_outdoor_work.tree_surgery.traffic_or_pedestrian_safety_setup,Traffic or pedestrian safety setup,hodinova_sazba,GBP/h,30.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.fencing,Fencing,garden_landscaping_tree_and_outdoor_work.fencing.fence_inspection,Fence inspection,cena_za_navstevu,GBP/visit,72.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.fencing,Fencing,garden_landscaping_tree_and_outdoor_work.fencing.fence_repair,Fence repair,cena_za_kus,GBP/item,25.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.fencing,Fencing,garden_landscaping_tree_and_outdoor_work.fencing.fence_removal,Fence removal,cena_za_bulk_bag_skip_nebo_container,GBP/bag-or-skip,70.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.fencing,Fencing,garden_landscaping_tree_and_outdoor_work.fencing.closeboard_fence_installation,Closeboard fence installation,cena_za_kus,GBP/item,27.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.fencing,Fencing,garden_landscaping_tree_and_outdoor_work.fencing.feather_edge_fence_installation,Feather edge fence installation,cena_za_kus,GBP/item,27.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.fencing,Fencing,garden_landscaping_tree_and_outdoor_work.fencing.panel_fence_installation,Panel fence installation,cena_za_kus,GBP/item,27.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.fencing,Fencing,garden_landscaping_tree_and_outdoor_work.fencing.post_and_rail_fence_installation,Post and rail fence installation,cena_za_kus,GBP/item,27.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.fencing,Fencing,garden_landscaping_tree_and_outdoor_work.fencing.picket_fence_installation,Picket fence installation,cena_za_kus,GBP/item,27.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.fencing,Fencing,garden_landscaping_tree_and_outdoor_work.fencing.security_fencing,Security fencing,cena_za_delku,GBP/m,10.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.fencing,Fencing,garden_landscaping_tree_and_outdoor_work.fencing.garden_screening,Garden screening,hodinova_sazba,GBP/h,30.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.fencing,Fencing,garden_landscaping_tree_and_outdoor_work.fencing.trellis_installation,Trellis installation,cena_za_kus,GBP/item,27.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.fencing,Fencing,garden_landscaping_tree_and_outdoor_work.fencing.fence_post_replacement,Fence post replacement,cena_za_kus,GBP/item,22.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.fencing,Fencing,garden_landscaping_tree_and_outdoor_work.fencing.concrete_post_installation,Concrete post installation,cena_za_objem,GBP/m3,54.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.fencing,Fencing,garden_landscaping_tree_and_outdoor_work.fencing.timber_post_installation,Timber post installation,cena_za_kus,GBP/item,27.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.fencing,Fencing,garden_landscaping_tree_and_outdoor_work.fencing.gravel_board_installation,Gravel board installation,materialova_polozka,at cost,0.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.fencing,Fencing,garden_landscaping_tree_and_outdoor_work.fencing.gate_installation,Gate installation,cena_za_kus,GBP/item,27.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.fencing,Fencing,garden_landscaping_tree_and_outdoor_work.fencing.gate_repair,Gate repair,cena_za_kus,GBP/item,25.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.fencing,Fencing,garden_landscaping_tree_and_outdoor_work.fencing.gate_post_installation,Gate post installation,cena_za_kus,GBP/item,27.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.fencing,Fencing,garden_landscaping_tree_and_outdoor_work.fencing.fence_painting,Fence painting,cena_za_plochu,GBP/m2,5.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.fencing,Fencing,garden_landscaping_tree_and_outdoor_work.fencing.fence_staining,Fence staining,hodinova_sazba,GBP/h,30.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.fencing,Fencing,garden_landscaping_tree_and_outdoor_work.fencing.fence_strengthening,Fence strengthening,hodinova_sazba,GBP/h,30.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.fencing,Fencing,garden_landscaping_tree_and_outdoor_work.fencing.storm_damage_fence_repair,Storm damage fence repair,cena_za_kus,GBP/item,25.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.fencing,Fencing,garden_landscaping_tree_and_outdoor_work.fencing.boundary_line_preparation,Boundary line preparation,hodinova_sazba,GBP/h,30.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.fencing,Fencing,garden_landscaping_tree_and_outdoor_work.fencing.waste_removal,Waste removal,cena_za_bulk_bag_skip_nebo_container,GBP/bag-or-skip,84.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.fencing,Fencing,garden_landscaping_tree_and_outdoor_work.fencing.material_collection,Material collection,materialova_polozka,at cost,0.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.drainage_and_groundworks,Drainage and groundworks,garden_landscaping_tree_and_outdoor_work.drainage_and_groundworks.site_excavation,Site excavation,cena_za_objem,GBP/m3,45.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.drainage_and_groundworks,Drainage and groundworks,garden_landscaping_tree_and_outdoor_work.drainage_and_groundworks.trench_digging,Trench digging,cena_za_delku,GBP/m,10.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.drainage_and_groundworks,Drainage and groundworks,garden_landscaping_tree_and_outdoor_work.drainage_and_groundworks.drainage_trench_excavation,Drainage trench excavation,cena_za_objem,GBP/m3,45.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.drainage_and_groundworks,Drainage and groundworks,garden_landscaping_tree_and_outdoor_work.drainage_and_groundworks.french_drain_installation,French drain installation,cena_za_kus,GBP/item,27.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.drainage_and_groundworks,Drainage and groundworks,garden_landscaping_tree_and_outdoor_work.drainage_and_groundworks.land_drain_installation,Land drain installation,cena_za_kus,GBP/item,27.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.drainage_and_groundworks,Drainage and groundworks,garden_landscaping_tree_and_outdoor_work.drainage_and_groundworks.surface_water_drainage,Surface water drainage,hodinova_sazba,GBP/h,30.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.drainage_and_groundworks,Drainage and groundworks,garden_landscaping_tree_and_outdoor_work.drainage_and_groundworks.soakaway_installation,Soakaway installation,cena_za_kus,GBP/item,27.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.drainage_and_groundworks,Drainage and groundworks,garden_landscaping_tree_and_outdoor_work.drainage_and_groundworks.pipe_installation,Pipe installation,cena_za_delku,GBP/m,12.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.drainage_and_groundworks,Drainage and groundworks,garden_landscaping_tree_and_outdoor_work.drainage_and_groundworks.perforated_pipe_installation,Perforated pipe installation,cena_za_delku,GBP/m,12.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.drainage_and_groundworks,Drainage and groundworks,garden_landscaping_tree_and_outdoor_work.drainage_and_groundworks.inspection_chamber_installation,Inspection chamber installation,cena_za_kus,GBP/item,32.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.drainage_and_groundworks,Drainage and groundworks,garden_landscaping_tree_and_outdoor_work.drainage_and_groundworks.manhole_repair,Manhole repair,cena_za_kus,GBP/item,25.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.drainage_and_groundworks,Drainage and groundworks,garden_landscaping_tree_and_outdoor_work.drainage_and_groundworks.channel_drain_installation,Channel drain installation,cena_za_kus,GBP/item,27.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.drainage_and_groundworks,Drainage and groundworks,garden_landscaping_tree_and_outdoor_work.drainage_and_groundworks.gully_installation,Gully installation,cena_za_kus,GBP/item,27.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.drainage_and_groundworks,Drainage and groundworks,garden_landscaping_tree_and_outdoor_work.drainage_and_groundworks.ground_levelling,Ground levelling,hodinova_sazba,GBP/h,30.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.drainage_and_groundworks,Drainage and groundworks,garden_landscaping_tree_and_outdoor_work.drainage_and_groundworks.sub_base_preparation,Sub base preparation,hodinova_sazba,GBP/h,30.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.drainage_and_groundworks,Drainage and groundworks,garden_landscaping_tree_and_outdoor_work.drainage_and_groundworks.mot_type_1_installation,MOT Type 1 installation,cena_za_kus,GBP/item,27.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
